MemberID,JoinDate,DateOfBirth,City,NoOfChild,EldestKidDOB,YoungestKidDOB
c4bbf87513787b50b28ed9a931a4a928,2020-04-14,,SEMARANG,1,2019-03-03,2019-03-03
07f9f1dda514ced56015911e931c49e3,2020-04-14,,BOGOR,2,2018-01-09,2018-01-09
7430bcc0b9eb5bd0de23a926d420fc7e,2020-04-14,,SLEMAN,1,2016-05-18,2016-05-18
a4c624344a59cca5b7929771486ee0c1,2020-04-14,,SURAKARTA,1,2017-03-24,2017-03-24
16d4adf7a3b209cdad6a36025a8eb916,2020-04-14,,BANDUNG,1,2018-01-30,2018-01-30
4ed5541da3397dba2a495c7c7310f790,2020-04-15,,SUMEDANG,1,2018-03-24,2018-03-24
6541f99ef68492064cd329e0021cb11b,2020-04-15,,BLORA,1,2019-01-17,2019-01-17
20f31a0e73b9930df55dfc6a85468abf,2020-04-15,,BOGOR,1,2016-04-17,2016-04-17
add35626f6f35bebc272d4f93b04c3de,2020-04-15,,MAROS,1,2018-09-27,2018-09-27
dfc583e1db2c70a6283c9e3ce8bbcb18,2020-04-15,,SIDOARJO,2,2018-07-23,2018-07-27
a71e54ef823179912754c2f5b28e6590,2020-04-15,,JAKARTA PUSAT,1,2018-11-19,2018-11-19
c8f074c5a0c0c6f6627bd18bf10f1cf2,2020-04-15,,MEDAN,1,2019-04-01,2019-04-01
5076511c4b68014aad50c5383e645362,2020-04-15,,MUARA ENIM,1,2017-07-23,2017-07-23
a57a670d3e731c70669623341bb732a5,2020-04-15,,JAKARTA TIMUR,1,2019-04-03,2019-04-03
3ba3a03554016dded5ee621544114cd8,2020-04-16,,LAMPUNG UTARA,1,2018-08-30,2018-08-30
042e735ee4a60a44c1280e46d2e8eb5b,2020-04-16,,BEKASI,1,2019-04-07,2019-04-07
237de663bb0a01b73ba5198d6870c172,2020-04-16,,BEKASI,1,2019-02-05,2019-02-05
956d83f2a88b635cef6191cf64fddbd2,2020-04-16,,DENPASAR,1,2019-04-14,2019-04-14
351b042764436b9d875fddb6d411b4c4,2020-04-16,,MEDAN,1,2019-04-14,2019-04-14
dfdf6766d57216ecf9d6b8333ed96a56,2020-04-16,,JAKARTA BARAT,1,2018-01-22,2018-01-22
ed13f665c4a80af8b8636af00cef8399,2020-04-16,,KARAWANG,1,2019-04-02,2019-04-02
d700174468bb6f254cf795f50577bf5c,2020-04-17,,BANDAR LAMPUNG,1,2017-04-17,2017-04-17
7163c12657a5ed4fd32241d432baa4f8,2020-04-17,,TANGERANG SELATAN,2,2017-09-02,2017-09-09
786bab7657a332798257c3ae36c94efa,2020-04-17,,MUARO JAMBI,1,2016-09-23,2016-09-23
9493ddfdd266ee5e538d8bb5b36b2a61,2020-04-18,,JAKARTA SELATAN,1,2019-02-02,2019-02-02
7d7e2be26bc462010159aae530f5ff5e,2020-04-18,,TUBAN,1,2019-04-11,2019-04-11
c90808e3f6ae79aff668386ee415bdb5,2020-04-20,,ACEH TAMIANG,1,2018-06-23,2018-06-23
b5e65262d22bc9d04592d7dcc336e6fa,2020-04-20,,JAKARTA TIMUR,1,2018-07-03,2018-07-03
56f843de8fd137cf37e557f4651a43a6,2020-04-20,,SEMARANG,1,2019-04-08,2019-04-08
f4c26ca43a2df57c8b3dacc224418074,2020-04-20,,BLITAR,1,2017-12-29,2017-12-29
2cc77abdcffe16cfbc82d08bb913f921,2020-04-20,,LAMPUNG SELATAN,1,2018-03-09,2018-03-09
ecc2a6acc62eb25d22ecc2ddf02ce827,2020-04-20,,JAKARTA BARAT,1,2017-09-21,2017-09-21
998fc768a9b90c854d5e3022b9164dff,2020-04-20,,BANDA ACEH,1,2018-03-07,2018-03-07
1fd0c3cb0b4e7a329e274c067519e107,2020-04-20,,SEMARANG,1,2019-04-09,2019-04-09
25d17fcf24d97c2c985f1c771c45c5d3,2020-04-20,,JAMBI,1,2018-08-01,2018-08-01
08d90bd477b3c2275554177db9a0d6e0,2020-04-20,,FLORES TIMUR,1,2017-05-26,2017-05-26
d40d72181cb2d2e089f1a2b7903331ce,2020-04-20,,SEMARANG,1,2019-04-02,2019-04-02
f1ac02fcc0a0c490807773c0e4256fac,2020-04-20,,SUKOHARJO,1,2019-04-16,2019-04-16
6896313818a97208ed03743b13aa06f3,2020-04-20,,MADIUN,1,2018-10-03,2018-10-03
191d28fad5dc93fb8e760cbaddb65513,2020-04-21,,KARAWANG,1,2018-12-17,2018-12-17
695eb2a67bf3a176fae91ab3c9d642f5,2020-04-21,,BOGOR,1,2019-01-02,2019-01-02
74c8dc10837f2a9ed0e42f466305e6ed,2020-04-21,,JAKARTA BARAT,2,2019-01-12,2019-01-12
1e53bf312dc07daab8c54085587782c6,2020-04-21,,JOMBANG,1,2017-12-13,2017-12-13
e6099f69a3b6b4bf751154dc156ef891,2020-04-21,,TANGERANG SELATAN,1,2018-10-19,2018-10-19
8a06e50bae3b7650cdca76841f789af5,2020-04-21,,SEMARANG,1,2017-11-03,2017-11-03
c5751a5f7f8607831c06ad01d68127f1,2020-04-22,,JAKARTA SELATAN,1,2019-04-22,2019-04-22
bae61b50a94576a041decbfe7d737da7,2020-04-22,,JAKARTA BARAT,1,2018-05-08,2018-05-08
11e91e0bae8c5e8f00cdc72c5e6e3932,2020-04-22,,BANJARBARU,1,2018-06-29,2018-06-29
e48cbb177934cb81a9e30a073a818374,2020-04-22,,SALATIGA,1,2018-05-31,2018-05-31
dca48526faaadb4655cf4cbcfb69a37b,2020-04-22,,PANDEGLANG,1,2016-07-25,2016-07-25
17e937446a3c6c6101f2879eb4aa6288,2020-04-22,,PEKANBARU,1,2018-12-24,2018-12-24
c8607afa777ef04665927bc2427d3429,2020-04-22,,TANGERANG SELATAN,1,2017-08-10,2017-08-10
47d46cddd30240b8a09ab74ced26e910,2020-04-23,,TANGERANG,1,2018-02-23,2018-02-23
8bccad40d68abad4418f4dd0b9733444,2020-04-23,,BINJAI,1,2019-03-09,2019-03-09
f0ead9b8e9ebe8d7c8aa6f3cc6a06e4e,2020-04-23,,NGAWI,1,2019-04-21,2019-04-21
188ea8a37ba1d77b9f655b6a2104c368,2020-04-23,,PASURUAN,1,2018-08-14,2018-08-14
0ece31cee5f104b213261c03ee32e1bb,2020-04-23,,NGANJUK,1,2017-10-02,2017-10-02
5e554c555f859bcd1072c930423a4c85,2020-04-23,,SUKOHARJO,1,2018-11-12,2018-11-12
06db47ec755dffcde8febbffb827b4be,2020-04-23,,BADUNG,1,2018-07-23,2018-07-23
2567c7d54b91021f681c4d67697590e4,2020-04-23,,PALEMBANG,1,2017-04-12,2017-04-12
a2ac916483a39bc8ba2a07c4d7ae0ae0,2020-04-23,,PEKANBARU,1,2019-04-06,2019-04-06
980d0bf1a511e987e8c51ece252c2a37,2020-04-23,,BEKASI,1,2018-07-16,2018-07-16
cdccbc8669517f4bf8b860abd837f898,2020-04-23,,SUKOHARJO,1,2019-01-09,2019-01-09
c7cc4fd365add9505790813afc8b4a95,2020-04-23,,MANADO,1,2018-06-12,2018-06-12
01c1eaded036a7577fb3317e51abdac7,2020-04-24,,PALEMBANG,2,2018-12-01,2018-12-01
92d5f1880abb8a12a61e0783b4846688,2020-04-24,,BANDUNG,1,2019-04-21,2019-04-21
f1468c9ef69bac36f046375acbbd83e3,2020-05-05,,BINJAI,1,2018-06-07,2018-06-07
b9a3ea266f23c7dc9d0a22228c58e9f2,2020-04-24,,JAKARTA BARAT,1,2019-03-23,2019-03-23
e9c8264bf9c7bf7719658ee07ce7298e,2020-04-24,,TEGAL,4,2017-04-29,2020-02-23
02b229097e682f71abaa7fee75001b36,2020-04-24,,KEDIRI,2,2018-10-10,2019-05-01
1e993aabec5852a6f0b2b7312f422233,2020-04-24,,KARANGASEM,1,2015-10-03,2015-10-03
a5d5b79f3a283ef103ca0ca1c93a9e9e,2020-04-24,,BANYUMAS,1,2019-03-18,2019-03-18
9f399c9ae6f0fd9b20b249d770f09f69,2020-04-24,,BOGOR,1,2017-11-19,2017-11-19
7b9e0a234a1c982192c569e4f0fc04d8,2020-04-25,,DENPASAR,1,2018-12-13,2018-12-13
cc86029e402da21f9fcb03af4a510be9,2020-04-25,,GROBOGAN,1,2018-06-02,2018-06-02
9e5a96027d80de1b0acdf41fe149a94d,2020-04-27,,PASURUAN,1,2019-03-11,2019-03-11
d778560575dfdfabf9e7bad2e05fc2eb,2020-04-27,,LUWU UTARA,2,2017-09-08,2017-09-09
ce0f24b85e444bd44e6ab778505c520c,2020-04-27,,SIDOARJO,1,2018-11-20,2018-11-20
737625cdeac364446484f83ee245370f,2020-04-27,,BEKASI,1,2018-06-09,2018-06-09
064a9272a583d204bee5c17b52d79d0a,2020-04-27,,BLITAR,1,2018-08-11,2018-08-11
685cc59b93929059c885d6d9c2069e63,2020-04-27,,JEPARA,1,2019-04-20,2019-04-20
b45fd89656032576b733b7106d9675f3,2020-04-27,,KUDUS,1,2018-10-25,2018-10-25
b40dd7bc7379d0b5482742f35e568c2c,2020-04-27,,BEKASI,1,2017-12-24,2017-12-24
711aa186fadd9d15da616f86f5d41e19,2020-04-27,,BANDAR LAMPUNG,1,2018-05-15,2018-05-15
3f16a45b88c9582857e7328d6433ed16,2020-04-27,,JAMBI,1,2019-04-25,2019-04-25
6e85bd915416afe504531aa9dade6a24,2020-04-27,,BANYUWANGI,1,2019-04-25,2019-04-25
03ba31cab555605a8e0eec53683d4e9e,2020-04-28,,PONTIANAK,2,2019-01-16,2019-01-16
59a01499477da4094e464c3c937cdb5d,2020-04-28,,GIANYAR,1,2019-03-14,2019-03-14
6ad43db56a484f75ba1946bf75a19c47,2020-04-28,,MEDAN,1,2018-11-17,2018-11-17
3ff8c47485031d2e4ce8a193f5c27938,2020-04-28,,JAKARTA SELATAN,2,2018-07-31,2020-06-17
c0f3ac4e8a14d26b2d8391535e71f5d0,2020-04-28,,JAKARTA PUSAT,1,2016-03-23,2016-03-23
4841fd0e1ec4c7e278ac85465333b242,2020-04-28,,CIREBON,1,2018-03-27,2018-03-27
c129a0f39bf44cbaef9f3db38082f548,2020-04-29,,PALOPO,1,2018-06-20,2018-06-20
bbcfc2ac24b66e48fc92ad922714f6cc,2020-04-29,,BATU BARA,2,2019-04-29,2019-04-29
22e07d0d97558c5f566632bf2921f0e5,2020-04-29,,TANGERANG SELATAN,1,2018-12-25,2018-12-25
0011431cc15ca7234160309926e44f00,2020-04-29,,KLATEN,1,2019-04-23,2019-04-23
fed5b74ddb8bcd289acd67600e4a7e24,2020-04-29,,TANGERANG,1,2018-10-26,2018-10-26
742eb978c46a81f11c24efc522a88efd,2020-04-29,,MEDAN,1,2018-11-18,2018-11-18
8449ab8e4cd8bd935f59882374f7daff,2020-04-29,,TOBA SAMOSIR,1,2019-04-02,2019-04-02
d87105a28a8ef851d95dea7665528729,2020-04-29,,MALANG,1,2018-04-24,2018-04-24
67cbbddb4aa182b17dc0bd6f7284cf69,2020-04-29,,JOMBANG,1,2019-04-04,2019-04-04
de6a70b2682c5c871c1f689470419e6c,2020-04-29,,ASAHAN,1,2017-07-18,2017-07-18
a20db968c3c26a1ecc2ce3aecef6f36a,2020-04-29,,BEKASI,1,2019-03-16,2019-03-16
0454cc9521cf59ea02d1566d4cdb0ea5,2020-04-29,,MINAHASA,1,2018-09-08,2018-09-08
8ee292c44ce6ca0039ccef49e8b8a260,2020-04-30,,BEKASI,2,2019-03-28,2019-03-28
81fbfd3319648baeb4f5277bbb9aaa1a,2020-04-30,,DENPASAR,1,2018-10-11,2018-10-11
e25c2859e136e11839b2af82374391a4,2020-04-30,,JAKARTA BARAT,1,2019-03-15,2019-03-15
f93a0c3e17468c0908934f170fd2b531,2020-04-30,,SURAKARTA,1,2019-02-06,2019-02-06
f7a59218ad1185f40a2c9f8d8e3cfba0,2020-05-02,,SUKOHARJO,1,2018-09-07,2018-09-07
513654e3dd574f828c86b47f52dd3e14,2020-05-02,,BOGOR,1,2018-07-12,2018-07-12
6eb9016758804ac739db8668fac1df23,2020-05-02,,JAKARTA TIMUR,1,2017-02-01,2017-02-01
91cdea0ec4489d63b22008a6e9979eb4,2020-05-04,,ROKAN HILIR,1,2018-06-18,2018-06-18
2bb8ba8c685af460f1ea0fe1d98eaaf5,2020-05-04,,MANOKWARI,1,2017-12-02,2017-12-02
3e67c34b5e66021d2c754a0a3a2adbbd,2020-05-04,,BOJONEGORO,1,2019-05-31,2019-05-31
d3328e9583ec5fe8e2bcfac62abe87e0,2020-05-04,,GRESIK,1,2019-04-29,2019-04-29
e1b06e85d0d2c8288d23482fa46e6558,2020-05-04,,SUKOHARJO,1,2017-08-16,2017-08-16
e959bb6211bfe63b017a44f8f81d4fde,2020-05-04,,ASAHAN,1,2019-02-07,2019-02-07
9e878549c5b196c072c56706937bd77d,2020-05-04,,CIANJUR,1,2018-03-24,2018-03-24
f18980a74294182b1378bbdf70e8afda,2020-05-04,,JAKARTA BARAT,1,2019-01-28,2019-01-28
231fe9fc44d741374036dd0f9f0aadd1,2020-05-04,,KEDIRI,1,2015-03-04,2015-03-04
52a2492ec673abcca193d298033c038c,2020-05-04,,SITUBONDO,1,2018-04-12,2018-04-12
de886b518242022f23545d888d4d1207,2020-05-04,,TORAJA UTARA,1,2019-03-04,2019-03-04
ac1ef488269f454a5bd90bf9fa569950,2020-05-04,,BITUNG,3,2017-09-07,2019-09-30
9ae5e5dafd4399a48c80b020991e1f95,2020-05-04,,SURABAYA,2,2019-03-03,2019-04-03
01dd9a5227977c147e694bb4e50b8e96,2020-05-04,,MOJOKERTO,1,2018-05-09,2018-05-09
f8248fec096b7d8c6966d5e40426dcbb,2020-05-04,,BANDAR LAMPUNG,1,2019-02-17,2019-02-17
906f60a308ffe10aa4d9a7bdded6bb68,2020-05-05,,DEPOK,1,2019-05-01,2019-05-01
6e0ee5c4e4686d3d8c20a8e652e9c87a,2020-05-05,,BANDA ACEH,1,2019-03-01,2019-03-01
024b500f1fbb06218779df78e14b447a,2020-05-05,,PADANG,1,2019-05-03,2019-05-03
9c9ed38ba9162fbd6f4047b384341b95,2020-05-05,,JAKARTA UTARA,1,2018-04-11,2018-04-11
2627fcdef7bf585ce85104de3755af80,2020-05-05,,BEKASI,1,2019-03-03,2019-03-03
c7ab7945206e7c2eae86877cc3b11413,2020-05-05,,SIDOARJO,1,2019-04-18,2019-04-18
6adf38a9a525c0ec6baecc5bbd2da61a,2020-05-05,,TASIKMALAYA,1,2019-03-25,2019-03-25
e9e4c2d1eaab69affeeea48c8c5d7f3b,2020-05-05,,BALIKPAPAN,1,2018-12-23,2018-12-23
b92b785088aba5e2020bd8ae350813ae,2020-05-05,,TANGERANG,1,2019-02-19,2019-02-19
5eecda17ddf06ed9d79f298b13f84785,2020-05-05,,SUKABUMI,1,2018-05-22,2018-05-22
e952007c7d48a16562ceb44cefa3dac5,2020-05-06,,JAKARTA SELATAN,1,2018-03-04,2018-03-04
9a3a7cd167b1e777e353333d2021d63b,2020-05-06,,BEKASI,2,2012-12-03,2017-06-11
b8c145fb2f6c186b27a874628254307f,2020-05-06,,JAKARTA TIMUR,2,2019-01-01,2020-06-02
51994872b027e7c9b8901ebe2131eb80,2020-05-06,,MEDAN,1,2018-06-12,2018-06-12
1a8415b82d671a09d43fcf3b61bae69a,2020-05-06,,PEMATANG SIANTAR,1,2019-04-15,2019-04-15
aa5e4d550c30ef0a98d31aa1c9ce4779,2020-05-08,,KATINGAN,1,2018-08-23,2018-08-23
1c40b6cbd4011eabe5e9726bbf988e25,2020-05-08,,MERANGIN,1,2017-12-08,2017-12-08
502611730d8ac7f1e058644dc7f766c7,2020-05-08,,DEPOK,1,2019-03-13,2019-03-13
984703f0671a1501d46c041b32c26e64,2020-05-08,,BEKASI,2,2018-10-14,2018-10-14
981bd82914ecd9757243ea422d76c2fa,2020-05-08,,GRESIK,1,2018-01-31,2018-01-31
2fd0da89aa9d602a1e11841e5aa38432,2020-05-08,,SURAKARTA,1,2019-03-23,2019-03-23
6e30cdff5d7aea75633ea069e435977e,2020-05-08,,BANDAR LAMPUNG,1,2018-06-02,2018-06-02
d26ccc45aec64ccb6472a5c9e6bb7b8f,2020-05-08,,BATANG,1,2019-04-25,2019-04-25
93ff71fb6673cf6fbad8d9af45c8a7c2,2020-05-08,,KLATEN,1,2019-03-30,2019-03-30
abaa4f4cdce0c85a4dd82839f498f377,2020-05-09,,LAMPUNG TENGAH,1,2017-05-11,2017-05-11
7df84ea3a17514591424151fd562ffc6,2020-05-11,,WONOGIRI,1,2019-03-28,2019-03-28
db3d734e73a08492edf6ebca9de06ebe,2020-05-11,,LEBAK,1,2017-11-01,2017-11-01
bc4792349f7b93483c3bd05a03836286,2020-05-11,,TANAH DATAR,1,2019-05-07,2019-05-07
d2647bdc7177b77500be0318f2498aa7,2020-05-11,,DENPASAR,1,2019-03-17,2019-03-17
4a348982aa115213c4fe8e682e9b5ebf,2020-05-11,,DEPOK,1,2019-04-16,2019-04-16
52a40ebb51c41afd907e05daca3c5989,2020-05-11,,DEPOK,1,2018-08-05,2018-08-05
5bf006294379080cc76beceded410f55,2020-05-11,,BEKASI,1,2019-04-28,2019-04-28
2dc89dca5a9bff259959fa1be4b680ec,2020-05-11,,BOJONEGORO,2,2015-09-18,2019-10-10
6bf61b09e408c75906372ac7210f35e5,2020-05-11,,BEKASI,1,2018-12-21,2018-12-21
e828f3afae110528c535e593222ab512,2020-05-11,,TANGERANG SELATAN,2,2019-04-08,2019-04-08
d477d5c2a21a101b67fe5aba0c44e30e,2020-05-12,,BANDAR LAMPUNG,1,2018-08-31,2018-08-31
38e5c90547893c551575ad360c92c523,2020-05-12,,LAMPUNG SELATAN,2,2015-11-03,2017-04-28
935ded170ec0de305074028686003adb,2020-05-12,,MEDAN,1,2019-04-17,2019-04-17
be5c907657a215933ff6db09bd4e9b74,2020-05-13,,TEGAL,1,2019-02-06,2019-02-06
228ef499b590149bedfaa41549a6c930,2020-05-13,,MEDAN,1,2019-04-02,2019-04-02
bc43d70fe8041e51717edcc03faf2541,2020-05-13,,MAGELANG,1,2019-03-25,2019-03-25
a927dff6b8209f0b81bb92d8561accc4,2020-05-13,,TEGAL,1,2018-05-22,2018-05-22
9c1182b798ba2d838071bfbb8e36e2c8,2020-05-13,,KENDARI,1,2019-05-11,2019-05-11
0276052c4f4cce05724292e4855412c6,2020-05-13,,JAMBI,1,2019-04-08,2019-04-08
e5793bdf91380c52fba2da8ed7d56776,2020-05-13,,SUKOHARJO,1,2019-01-23,2019-01-23
943158e4c047ba981ab884bbf2df8845,2020-05-13,,BEKASI,1,2017-08-31,2017-08-31
c00fe8b364972e4875a4ebca8b206215,2020-05-13,,JAKARTA TIMUR,1,2019-05-06,2019-05-06
26fd2dfe4ec1e13d3a06add1b01964a3,2020-05-14,,TANGERANG,1,2019-05-29,2019-05-29
1d68ca137a455e00c4bf936a189c9616,2020-05-14,,TEGAL,1,2019-04-29,2019-04-29
016c92a6dbaf786652d7160a9a162f55,2020-05-14,,MEDAN,1,2019-05-05,2019-05-05
034691c01a7f65f9f4285a208c3ff5a4,2020-05-15,,SEMARANG,1,2018-08-28,2018-08-28
1bd620affef6f79c820cc1e65586e6b8,2020-05-15,,JAYAPURA,1,2019-03-19,2019-03-19
0a24d10d02998796035cb5cbb5374d3d,2020-05-15,,BEKASI,1,2019-01-18,2019-01-18
ecbaf29b95e6974291825ab43e52bb3f,2020-05-16,,JAKARTA SELATAN,1,2019-01-07,2019-01-07
8d6da4474c6f604a3b83011f8beb5886,2020-05-16,,JAYAPURA,2,2018-07-15,2018-07-15
d015292a4c95c3d59d163be171b8c5cb,2020-05-16,,TOBA SAMOSIR,1,2019-01-27,2019-01-27
e0a8032957b82c3826c8decc1d91058b,2020-05-16,,KEDIRI,1,2019-01-19,2019-01-19
85fb7c6e99a3c74ff7cd796355024fa0,2020-05-18,,MALANG,1,2018-06-09,2018-06-09
868fa5621c5c1dbe7aed6b7b4c38eb52,2020-05-18,,BANDAR LAMPUNG,1,2019-05-11,2019-05-11
1aa3370dc94d023d7c22cf90118ad513,2020-05-18,,POLEWALI MANDAR,1,2016-09-06,2016-09-06
902d83be71e5fd279befca73f76e85f1,2020-05-18,,MALANG,1,2018-11-07,2018-11-07
e5752dbcb3ddb66d47ddd37c32b55a41,2020-05-18,,BANDA ACEH,1,2019-03-05,2019-03-05
57906398bfd28086ce9fb98027c35d8e,2020-05-18,,BEKASI,1,2019-03-30,2019-03-30
86457662514c0bdf9e830e769032f676,2020-05-18,,BOGOR,1,2018-10-30,2018-10-30
25107f3e829bca46a0156031651cc771,2020-05-19,,JAKARTA TIMUR,2,2019-03-10,2019-03-10
37e06197a45843aea9cdce19db9a9667,2020-05-19,,MATARAM,1,2019-02-03,2019-02-03
78a7126797d7a91b2296f9599b205b29,2020-05-19,,SIAK,1,2018-07-19,2018-07-19
cdcffc04d6b05a12fb2480c89c2ec3c6,2020-05-19,,JOMBANG,1,2019-02-01,2019-02-01
75fc3861b8d649dd4a9f277442129667,2020-05-19,,BEKASI,1,2019-02-22,2019-02-22
91513cabc474aec6612e6b064c9273eb,2020-05-19,,JAYAPURA,1,2019-02-26,2019-02-26
32fabda0ebbac1e4448f706a08bee938,2020-05-19,,JAMBI,1,2018-07-14,2018-07-14
14374ee257a35ce2b379ff2b15694902,2020-05-20,,MEDAN,1,2019-03-05,2019-03-05
e12c2dfc4d16f0d9d894c5045904c88c,2020-05-20,,BANYUWANGI,1,2019-04-25,2019-04-25
cb622dc49d9bb12283c811577c9231c5,2020-05-20,,BATAM,1,2019-02-15,2019-02-15
111934ce77820248f902e0dd4c19d37b,2020-05-20,,BANDAR LAMPUNG,1,2018-07-17,2018-07-17
71dd38a83d1778c541a212b744b942c2,2020-05-20,,BOJONEGORO,1,2019-05-01,2019-05-01
323bf6b4cc7062249c06e648e41b89e3,2020-05-20,,MEDAN,1,2019-02-02,2019-02-02
226ce7afc20367db8c62c46cfbf9cbee,2020-05-20,,BANYUMAS,1,2017-06-10,2017-06-10
13c7e63e7bdbad82e85a09d2a4062874,2020-05-22,,MAKASAR,1,2018-12-13,2018-12-13
30b58b799d079293239329a16d27d1f2,2020-05-22,,JAKARTA UTARA,1,2019-05-10,2019-05-10
a5668cd4ef705ca2109bcd71db42aebd,2020-05-22,,BANYUWANGI,1,2019-05-20,2019-05-20
ae15a64f549d6b2114e3a3de17df8a24,2020-05-22,,SUBANG,1,2019-04-18,2019-04-18
4e103909fb6a3f2228a51d43bdbf790d,2020-05-22,,KLATEN,1,2019-05-20,2019-05-20
6595d5938c529081ac68e971ba2fdf04,2020-05-22,,FLORES TIMUR,2,2019-04-28,2019-04-28
5942cd8710f7cf1c3b7d019cfca45d4c,2020-05-23,,SINTANG,1,2019-05-04,2019-05-04
da695570f64643be4ce99e4c66df1372,2020-05-23,,PADANG,1,2019-05-18,2019-05-18
4becf93c333fdc3a3849155d465e4fa0,2020-05-23,,MAGELANG,1,2018-05-29,2018-05-29
65d403c2c209edfd7ec37ce7e058dcc6,2020-05-26,,JAKARTA UTARA,3,2018-11-24,2018-11-24
e747ed8344b00652c8c73faa759d8385,2020-05-26,,PAGAR ALAM,1,2019-02-28,2019-02-28
575134df16a68f0a1c05af36ea456e7b,2020-05-26,,SEMARANG,1,2018-01-16,2018-01-16
d7c1e1d0598bde2a5c922d7cdb359278,2020-05-26,,SURABAYA,1,2019-04-01,2019-04-01
b00a458777a65fe0fc6817dfada04149,2020-05-26,,SURABAYA,1,2019-04-16,2019-04-16
a23fee0b36df47d3e04291b324f66d1f,2020-05-27,,BANDUNG,1,2019-05-23,2019-05-23
fe60d4974177abed6ec8b7ab3f49b9ce,2020-05-27,,TANGERANG,1,2018-05-08,2018-05-08
aa8cdb81aee8a18255ac20d194fa000d,2020-05-27,,BEKASI,1,2019-04-24,2019-04-24
34ad2d8005e34ccc277c5e1fb1a17390,2020-05-27,,DEMAK,2,2018-12-27,2018-12-27
b7c8e93ce7c16d13912b974116eb382d,2020-05-28,,KAMPAR,1,2015-08-12,2015-08-12
878d6939de8c330e855d11ee1204f9c5,2020-05-28,,DELI SERDANG,1,2019-03-02,2019-03-02
d880535daa550e2a8486a9c7f71bad5a,2020-05-28,,JAKARTA TIMUR,3,2019-02-26,2019-02-26
b7d20f61c46464a3fc87fd21fedbe77b,2020-05-28,,PAGAR ALAM,1,2018-09-11,2018-09-11
4177b199d6ba023f90fa849d6d2512cf,2020-05-28,,SRAGEN,1,2019-03-29,2019-03-29
4c8562e4fbb48d0959c26dbb6d33f26d,2020-05-29,,TABANAN,3,2019-05-06,2019-05-06
befbbdff50b065091537803ac794f20e,2020-05-29,,SAMARINDA,1,2017-08-28,2017-08-28
653473f892114a15250c6dce53af4912,2020-05-29,,JAKARTA SELATAN,1,2019-05-29,2019-05-29
6be7c706c84312db366ebb51653afb46,2020-05-30,2019-04-02,KEDIRI,5,2017-05-19,2019-04-02
714bb94e03e749f1c1ef754923332ab0,2020-05-30,,DEPOK,1,2018-10-27,2018-10-27
02b5293b3f24c14a9c55fab68594c102,2020-05-30,,JAKARTA BARAT,1,2018-11-29,2018-11-29
582d0e07de1b5be32eb3c77c0bf5e939,2020-05-30,,SEMARANG,1,2013-11-07,2013-11-07
be033d87c89b5726b4030c997d6015aa,2020-06-02,,JAKARTA BARAT,1,2018-05-27,2018-05-27
fd42a4f058e973a35943279930733c07,2020-06-02,,INDRAMAYU,1,2016-09-15,2016-09-15
65a96fdf220231a30845678818159809,2020-06-02,,JAKARTA TIMUR,1,2019-05-20,2019-05-20
3aa905f63d7a9124cb71e99424caedb9,2020-06-02,,BOGOR,1,2018-11-29,2018-11-29
6d37de5cfc078bb0f9242d0931d0c518,2020-06-02,,JAMBI,1,2017-11-29,2017-11-29
40b7d3c275cb224a0cf540b2ca65f051,2020-06-02,,TANGERANG,1,2019-06-02,2019-06-02
63c6f323e47920b345979aacacbd160d,2020-06-02,,SURAKARTA,3,2017-03-09,2020-03-30
94d3c0508f861be1f5ee4aadca3e99d5,2020-06-02,,SAMARINDA,1,2019-05-31,2019-05-31
86ca51604fca509ffea294c862abc061,2020-06-02,,JAKARTA SELATAN,2,2018-11-15,2018-11-15
f46c7667a87c88dd181fdf858174a789,2020-06-02,,TANGERANG,1,2019-04-05,2019-04-05
97ed9b3a21f2a12441706dd98c63e3eb,2020-06-02,,LAMONGAN,1,2019-05-08,2019-05-08
c83804c70be8e441bfe955802d2f915c,2020-06-02,,SUKOHARJO,1,2018-01-24,2018-01-24
43022f935942af7e49c6d1f4d22faf7e,2020-06-02,,MEDAN,1,2018-04-25,2018-04-25
add04c13d4fb3657998593f3e33fd705,2020-06-02,,BEKASI,1,2019-04-19,2019-04-19
45e378b3a7ae41cafb048941d960e597,2020-06-03,,PATI,1,2019-03-05,2019-03-05
950fc79c99216a4307bfa83cddab7cf8,2020-06-03,,SURABAYA,1,2019-05-18,2019-05-18
982d8036bc384b4310a2b48d38296bc1,2020-06-03,,BEKASI,1,2017-12-01,2017-12-01
5ec692aae57540b52a5a5a09d703b532,2020-06-03,,JAKARTA BARAT,1,2019-04-22,2019-04-22
43d55923660136a7701bffec7d79711b,2020-06-03,,SUMEDANG,1,2019-04-06,2019-04-06
49cdcb77e0a5653a94bfc0d4a3081303,2020-06-03,,TRENGGALEK,1,2018-04-19,2018-04-19
d24989f73541fea57d40abaf9b93ff5d,2020-06-03,,DUMAI,2,2019-05-19,2019-05-19
265b3849cb51513a1b932f9a21c7d4ce,2020-06-03,,BATAM,1,2019-06-03,2019-06-03
3fbf1aa559c10e2382a067947422d290,2020-06-04,,BEKASI,1,2017-07-09,2017-07-09
c7ba5a5d1617dd4068b707cb32c07d46,2020-06-04,,TANGERANG SELATAN,1,2017-11-27,2017-11-27
30d3aa12c32874d6319de6a14f77203d,2020-06-04,,BANDUNG,1,2019-05-20,2019-05-20
